jcm,organism,meo,label_meo
JCM_8219,Bifidobacterium merycicum,MEO_0000046,rumen
JCM_8270,Candida versatilis,MEO_0000220,brine
JCM_8270,Torulopsis versatilis,MEO_0000220,brine
JCM_8270,Brettanomyces versatilis,MEO_0000220,brine
JCM_8271,Candida versatilis,MEO_0000220,brine
JCM_8271,Torulopsis versatilis,MEO_0000220,brine
JCM_8272,Candida versatilis,MEO_0000423,small artifact
JCM_8272,Torulopsis versatilis,MEO_0000423,small artifact
JCM_8370,Paecilomyces lilacinus,MEO_0000007,soil
JCM_8371,Paecilomyces lilacinus,MEO_0000265,grass silage
JCM_8372,Paecilomyces nostocoides,MEO_0000346,litter
JCM_8421,Pyrococcus woesei,MEO_0000143,thermophilic sediment
JCM_8422,Pyrococcus furiosus,MEO_0000685,hot sediment
JCM_8520,Cytophaga saccharophila,MEO_0000082,river
JCM_8521,Rhizomonas suberifaciens,MEO_0000386,plant root
JCM_8521,Sphingomonas suberifaciens,MEO_0000386,plant root
JCM_8521,Sphingobium suberifaciens,MEO_0000386,plant root
JCM_8522,Rhizomonas suberifaciens,MEO_0000764,seedling
JCM_8522,Sphingomonas suberifaciens,MEO_0000764,seedling
JCM_8522,Sphingobium suberifaciens,MEO_0000764,seedling
JCM_8523,Rhizomonas suberifaciens,MEO_0000764,seedling
JCM_8523,Sphingomonas suberifaciens,MEO_0000764,seedling
JCM_8523,Sphingobium suberifaciens,MEO_0000764,seedling
JCM_8524,Rhizomonas suberifaciens,MEO_0000764,seedling
JCM_8524,Sphingomonas suberifaciens,MEO_0000764,seedling
JCM_8524,Sphingobium suberifaciens,MEO_0000764,seedling
JCM_8525,Bacteroides gingivalis,MEO_0000479,gingiva
JCM_8529,Bacteroides corporis,MEO_0000585,neck
JCM_8571,Lactobacillus kefirgranum,MEO_0000273,kefir grains
JCM_8572,Lactobacillus kefirgranum,MEO_0000273,kefir grains
JCM_8573,Lactobacillus parakefir,MEO_0000273,kefir grains
JCM_8573,Lactobacillus parakefiri,MEO_0000273,kefir grains
JCM_8574,Lactobacillus parakefir,MEO_0000273,kefir grains
JCM_8574,Lactobacillus parakefiri,MEO_0000273,kefir grains
JCM_8622,Lactobacillus mali,MEO_0000240,fermented cane molasses
JCM_8622,Lactobacillus ghanensis,MEO_0000240,fermented cane molasses
JCM_8623,Lactobacillus reuteri,MEO_0000240,fermented cane molasses
JCM_8623,Lactobacillus farraginis,MEO_0000240,fermented cane molasses
JCM_8624,Lactobacillus reuteri,MEO_0000240,fermented cane molasses
JCM_8624,Lactobacillus farraginis,MEO_0000240,fermented cane molasses
JCM_8625,Lactobacillus reuteri,MEO_0000240,fermented cane molasses
JCM_8625,Lactobacillus farraginis,MEO_0000240,fermented cane molasses
JCM_8626,Lactobacillus reuteri,MEO_0000240,fermented cane molasses
JCM_8626,Lactobacillus farraginis,MEO_0000240,fermented cane molasses
JCM_8627,Lactobacillus reuteri,MEO_0000240,fermented cane molasses
JCM_8627,Lactobacillus farraginis,MEO_0000240,fermented cane molasses
JCM_8628,Lactobacillus reuteri,MEO_0000240,fermented cane molasses
JCM_8628,Lactobacillus farraginis,MEO_0000240,fermented cane molasses
JCM_8629,Lactobacillus reuteri,MEO_0000240,fermented cane molasses
JCM_8629,Lactobacillus farraginis,MEO_0000240,fermented cane molasses
JCM_8730,Enterococcus malodoratus,MEO_0000263,gouda cheese
JCM_8731,Enterococcus mundtii,MEO_0000007,soil
JCM_8780,Lactobacillus crispatus,MEO_0000054,feces
JCM_8780,Lactobacillus crispatus,MEO_0000627,feces
JCM_8781,Lactobacillus crispatus,MEO_0000054,feces
JCM_8781,Lactobacillus crispatus,MEO_0000627,feces
JCM_8782,Lactobacillus gallinarum,MEO_0000054,feces
JCM_8782,Lactobacillus gallinarum,MEO_0000627,feces
JCM_8783,Lactobacillus gallinarum,MEO_0000054,feces
JCM_8783,Lactobacillus gallinarum,MEO_0000627,feces
JCM_8784,Lactobacillus gallinarum,MEO_0000054,feces
JCM_8784,Lactobacillus gallinarum,MEO_0000627,feces
JCM_8785,Lactobacillus gallinarum,MEO_0000054,feces
JCM_8785,Lactobacillus gallinarum,MEO_0000627,feces
JCM_8786,Lactobacillus gallinarum,MEO_0000054,feces
JCM_8786,Lactobacillus gallinarum,MEO_0000627,feces
JCM_8787,Lactobacillus gasseri,MEO_0000054,feces
JCM_8787,Lactobacillus gasseri,MEO_0000627,feces
JCM_8788,Lactobacillus gasseri,MEO_0000054,feces
JCM_8788,Lactobacillus gasseri,MEO_0000627,feces
JCM_8831,Stilbella jaapii,MEO_0000062,wood
JCM_8833,Ophiostoma piceae,MEO_0000062,wood
JCM_8834,Pesotum piceae,MEO_0000062,wood
JCM_8835,Pesotum piceae,MEO_0000062,wood
JCM_8836,Pesotum piceae,MEO_0000062,wood
JCM_8837,Didymobotryum rigidum,MEO_0000753,culm
JCM_8838,Didymobotryum rigidum,MEO_0000753,culm
JCM_8839,Didymobotryum verrucosum,MEO_0000753,culm
JCM_8880,Halobacterium sodomense,MEO_0000117,surface water
JCM_8881,Streptomyces baldaccii,MEO_0000007,soil
JCM_8881,Streptomyces roseoverticillatus,MEO_0000007,soil
JCM_8881,Streptomyces spitsbergensis,MEO_0000007,soil
JCM_8887,Pantoea terrea,MEO_0000007,soil
JCM_8930,Sulfolobus solfataricus,MEO_0000165,volcano associated feature
JCM_8931,Sulfolobus acidocaldarius,MEO_0000697,geothermal field
JCM_8931,Sulfolobus solfataricus,MEO_0000697,geothermal field
JCM_8931,Sulfolobus shibatae,MEO_0000697,geothermal field
JCM_8932,Bullera unica,MEO_0000379,leaf
JCM_8933,Bullera huiaensis,MEO_0000379,leaf
JCM_8934,Bullera mrakii,MEO_0000379,leaf
JCM_8935,Bullera mrakii,MEO_0000379,leaf
JCM_8936,Bullera coprosmaensis,MEO_0000379,leaf
JCM_8937,Bullera hannae,MEO_0000379,leaf
JCM_8938,Bullera mrakii,MEO_0000379,leaf
JCM_8939,Bensingtonia naganoensis,MEO_0000379,leaf
JCM_8980,Halobacterium halobium,MEO_0000718,seafood product
JCM_8981,Halobacterium salinarium,MEO_0000586,skin
JCM_8981,Halobacterium cutirubrum,MEO_0000586,skin
JCM_8981,Serratia cutirubra,MEO_0000586,skin
JCM_8982,Spirosphaera floriformis,MEO_0000062,wood
JCM_8983,Spirosphaera floriformis,MEO_0000062,wood
JCM_8984,Candelabrum brocchiatum,MEO_0000062,wood
JCM_8985,Candelabrum brocchiatum,MEO_0000062,wood
JCM_8986,Pseudaegerita corticalis,MEO_0000062,wood
JCM_8987,Pseudaegerita corticalis,MEO_0000062,wood
JCM_9030,Rhodotorula hinnulea,MEO_0000379,leaf
JCM_9031,Rhodotorula ingeniosa,MEO_0000379,leaf
JCM_9031,Torulopsis ingeniosa,MEO_0000379,leaf
JCM_9032,Candida javanica,MEO_0000379,leaf
JCM_9032,Rhodotorula javanica,MEO_0000379,leaf
JCM_9033,Candida lignophila,MEO_0000062,wood
JCM_9034,Apiotrichum nothofagi,MEO_0000062,wood
JCM_9035,Cryptococcus phylloplanus,MEO_0000379,leaf
JCM_9036,Rhodotorula pilati,MEO_0000346,litter
JCM_9036,Torulopsis pilati,MEO_0000346,litter
JCM_9037,Cryptococcus albidus var. kuetzingii,MEO_0000259,fruit
JCM_9037,Cryptococcus kuetzingii,MEO_0000259,fruit
JCM_9038,Cryptococcus laurentii var. magnus,MEO_0000006,air
JCM_9038,Cryptococcus magnus,MEO_0000006,air
JCM_9039,Cryptococcus skinneri,MEO_0000400,frass
JCM_9081,Kitasatosporia kifunense,MEO_0000700,mountain
JCM_9081,Streptomyces kifunensis,MEO_0000700,mountain
JCM_9082,Actinoplanes cyaneus,MEO_0000007,soil
JCM_9083,Agromyces cerinus subsp. cerinus,MEO_0000007,soil
JCM_9084,Agromyces cerinus subsp. nitratus,MEO_0000007,soil
JCM_9085,Agromyces fucosus,MEO_0000007,soil
JCM_9086,Agromyces fucosus subsp. hippuratus,MEO_0000007,soil
JCM_9088,Actinomyces enissocaesilis,MEO_0000007,soil
JCM_9088,Streptomyces enissocaesilis,MEO_0000007,soil
JCM_9089,Streptomyces flavovariabilis,MEO_0000007,soil
JCM_9133,Lactobacillus divergens,MEO_0000266,ground beef
JCM_9135,Carnobacterium piscicola,MEO_0000276,meat food product
JCM_9136,Carnobacterium piscicola,MEO_0000213,bovine meat product
JCM_9137,Bacillus sp.,MEO_0000007,soil
JCM_9138,Bacillus clausii,MEO_0000007,soil
JCM_9138,Alkalihalobacillus clausii,MEO_0000007,soil
JCM_9139,Bacillus clausii,MEO_0000007,soil
JCM_9139,Alkalihalobacillus clausii,MEO_0000007,soil
JCM_9188,Desulfurococcus amylolyticus,MEO_0000029,hot spring
JCM_9189,Pyrobaculum islandicum,MEO_0000416,hot water
JCM_9190,Pyrobaculum organotrophum,MEO_0000083,spring
JCM_9239,Candelabrum brocchiatum,MEO_0000062,wood
JCM_9340,Rhodobacter azotoformans,MEO_0000013,sludge
JCM_9341,Rhodobacter azotoformans,MEO_0000013,sludge
JCM_9392,Pyrodictium brockii,MEO_0000703,solfatara
JCM_9393,Pyrodictium occultum,MEO_0000703,solfatara
JCM_9394,Pyrodictium abyssi,MEO_0000031,hydrothermal vent
JCM_9396,Candida fukuyamaensis,MEO_0000044,pond water
JCM_9396,Candida fukuyamanensis,MEO_0000044,pond water
JCM_9397,Candida cellulolytica,MEO_0000758,exudate
JCM_9398,Lindnera saturnus,MEO_0000765,stump
JCM_9398,Williopsis saturnus var. saturnus,MEO_0000765,stump
JCM_9440,Candida glucosophila,MEO_0000307,sugar
JCM_9441,Candida methanolophaga,MEO_0000011,oil field
JCM_9442,Pichia minuta var. minuta,MEO_0000376,flower
JCM_9442,Candida methanolovescens,MEO_0000376,flower
JCM_9442,Ogataea minuta var. minuta,MEO_0000376,flower
JCM_9442,Ogataea minuta,MEO_0000376,flower
JCM_9443,Candida ooitensis,MEO_0000065,mud
JCM_9444,Candida ovalis,MEO_0000007,soil
JCM_9445,Candida succiphila,MEO_0000763,sap
JCM_9446,Candida vaccinii,MEO_0000376,flower
JCM_9449,Candida polymorpha,MEO_0000304,unrefined soy sauce
JCM_9449,Pichia triangularis,MEO_0000304,unrefined soy sauce
JCM_9490,Pseudomonas aureofaciens,MEO_0000007,soil
JCM_9491,Brevibacterium helvolum,MEO_0000221,butter
JCM_9491,Zimmermannella helvola,MEO_0000221,butter
JCM_9492,Aquifex pyrophilus,MEO_0000748,sea floor
JCM_9493,Cryptococcus terreus,MEO_0000007,soil
JCM_9493,Cryptococcus himalayensis,MEO_0000007,soil
JCM_9494,Candida dulciaminis,MEO_0000018,food product
JCM_9494,Rhodotorula acuta,MEO_0000018,food product
JCM_9494,Rhodotorula dulciaminis,MEO_0000018,food product
JCM_9496,Bacteroides stercoris,MEO_0000054,feces
JCM_9496,Bacteroides stercoris,MEO_0000627,feces
JCM_9497,Bacteroides merdae,MEO_0000054,feces
JCM_9497,Bacteroides merdae,MEO_0000627,feces
JCM_9498,Bacteroides caccae,MEO_0000054,feces
JCM_9498,Bacteroides caccae,MEO_0000627,feces
JCM_9540,Candida magnoliae,MEO_0000403,sputum
JCM_9540,Starmerella magnoliae,MEO_0000403,sputum
JCM_9541,Candida magnoliae,MEO_0000484,intestine
JCM_9541,Starmerella magnoliae,MEO_0000484,intestine
JCM_9543,Microsphaera multipartita,MEO_0000035,waste water
JCM_9546,Onygena corvina,MEO_0000449,bone
JCM_9547,Candida anatomiae,MEO_0000067,man-made structure
JCM_9547,Torulopsis anatomiae,MEO_0000067,man-made structure
JCM_9548,Trichosporon atlanticum,MEO_0000706,egg
JCM_9549,Candida atmosphaerica,MEO_0000006,air
JCM_9596,Candida bombicola,MEO_0000270,honey product
JCM_9596,Torulopsis bombicola,MEO_0000270,honey product
JCM_9597,Candida chiropterorum,MEO_0000483,liver
JCM_9599,Candida ergastensis,MEO_0000752,larva
JCM_9599,Candida ergatensis,MEO_0000752,larva
JCM_9647,Actinocorallia herbida,MEO_0000007,soil
JCM_9648,Actinoplanes arizonaensis,MEO_0000007,soil
JCM_9750,Graphium fructicola,MEO_0000204,peat soil
JCM_9751,Graphium rubrum,MEO_0000062,wood
JCM_9752,Graphium silanum,MEO_0000062,wood
JCM_9753,Graphium tectonae,MEO_0000388,seed
JCM_9754,Chaetopsina fulva,MEO_0000379,leaf
JCM_9757,Speiropsis hyalospora,MEO_0000379,leaf
JCM_9800,Pseudomonas putida,MEO_0000007,soil
JCM_9801,Bacillus mycoides,MEO_0000007,soil
JCM_9802,Pseudomonas putida,MEO_0000014,activated sludge
JCM_9803,Rhodococcus erythropolis,MEO_0000468,gut
JCM_9804,Rhodococcus erythropolis,MEO_0000062,wood
JCM_9804,Rhodococcus erythropolis,MEO_0000468,gut
JCM_9805,Rhodococcus erythropolis,MEO_0000468,gut
JCM_9807,Dietzia sp.,MEO_0000062,wood
JCM_9807,Dietzia sp.,MEO_0000468,gut
JCM_9808,Cellulomonas sp.,MEO_0000651,garden soil
JCM_9850,Candida freyschussii,MEO_0000062,wood
JCM_9851,Candida geochares,MEO_0000007,soil
JCM_9851,Torulopsis geochares,MEO_0000007,soil
JCM_9852,Torulopsis humilis,MEO_0000212,bantu beer
JCM_9852,Candida humilis,MEO_0000212,bantu beer
JCM_9853,Torulopsis maris,MEO_0000098,strait
JCM_9854,Candida methylica,MEO_0000007,soil
JCM_9855,Torulopsis nemodendra,MEO_0000755,nest
JCM_9857,Bullera penniseticola,MEO_0000379,leaf
JCM_9858,Kockovaella sacchari,MEO_0000379,leaf
JCM_9900,Trichoderma crassum,MEO_0000336,paddy field
JCM_9902,Trichoderma polysporum,MEO_0000126,forest soil
JCM_9904,Lactobacillus acetotolerans,MEO_0000016,vinegar
JCM_9905,Paenibacillus chibensis,MEO_0000007,soil
JCM_9906,Paenibacillus amylolyticus,MEO_0000007,soil
JCM_9907,Paenibacillus illinoisensis,MEO_0000007,soil
JCM_9950,Agrococcus jenensis,MEO_0000342,compost
JCM_9951,Agrococcus jenensis,MEO_0000112,rock
JCM_9952,Kineosporia succinea,MEO_0000379,leaf
JCM_9953,Kineosporia rhamnosa,MEO_0000379,leaf
JCM_9954,Kineosporia rhamnosa,MEO_0000379,leaf
JCM_9955,Kineosporia aurantiaca,MEO_0000379,leaf
JCM_9956,Kineosporia succinea,MEO_0000379,leaf
JCM_9957,Kineosporia succinea,MEO_0000379,leaf
JCM_9958,Kineosporia aurantiaca,MEO_0000379,leaf
JCM_9959,Kineosporia succinea,MEO_0000379,leaf
JCM_10041,Brevibacillus brevis,MEO_0000007,soil
JCM_10042,Brevibacillus brevis,MEO_0000007,soil
JCM_10043,Methanosarcina barkeri,MEO_0000120,anaerobic bioreactor
JCM_10044,Methanobacterium thermoautotrophicum,MEO_0000013,sludge
JCM_10045,Methanococcus jannaschii,MEO_0000142,marine hydrothermal vent chimney
JCM_10047,Bensingtonia sakaguchii,MEO_0000379,leaf
JCM_10048,Bensingtonia sakaguchii,MEO_0000379,leaf
JCM_10049,Rhodosporidium toruloides,MEO_0000006,air
JCM_10098,Leuconostoc gelidum,MEO_0000268,ham
JCM_10099,Thermotoga maritima,MEO_0000697,geothermal field
JCM_10149,Monocillium humicola,MEO_0000007,soil
JCM_10149,Monocillium humicola var. brunneum,MEO_0000007,soil
JCM_10151,Aspergillus caelatus,MEO_0000198,field soil
JCM_10251,Aspergillus clavatus,MEO_0000054,feces
JCM_10256,Aspergillus penicillioides,MEO_0000718,seafood product
JCM_10257,Aspergillus terreus var. terreus,MEO_0000007,soil
JCM_10300,Atopobium parvulum,MEO_0000479,gingiva
JCM_10300,Peptostreptococcus parvulus,MEO_0000479,gingiva
JCM_10300,Streptococcus parvulus,MEO_0000479,gingiva
JCM_10301,Rhodosporidium toruloides,MEO_0000007,soil
JCM_10302,Saccharothrix tangerinus,MEO_0000007,soil
JCM_10303,Saccharopolyspora spinosporotrichia,MEO_0000007,soil
JCM_10306,Caldivirga maquilingensis,MEO_0000729,acid hot spring
JCM_10307,Caldivirga maquilingensis,MEO_0000729,acid hot spring
JCM_10308,Methanothermus fervidus,MEO_0000029,hot spring
JCM_10309,Sulfophobococcus zilligii,MEO_0000730,alkaline hot spring
JCM_10350,Bradyrhizobium japonicum,MEO_0000147,root nodule
JCM_10351,Leuconostoc pseudomesenteroides,MEO_0000256,forage
JCM_10352,Leuconostoc pseudomesenteroides,MEO_0000256,forage
JCM_10353,Leuconostoc pseudomesenteroides,MEO_0000256,forage
JCM_10354,Leuconostoc pseudomesenteroides,MEO_0000256,forage
JCM_10355,Leuconostoc pseudomesenteroides,MEO_0000256,forage
JCM_10356,Leuconostoc pseudomesenteroides,MEO_0000256,forage
JCM_10357,Leuconostoc pseudomesenteroides,MEO_0000256,forage
JCM_10359,Weissella paramesenteroides,MEO_0000256,forage
JCM_10400,Methanobacterium sp.,MEO_0000336,paddy field
JCM_10403,Methanobacterium sp.,MEO_0000336,paddy field
JCM_10405,Methanobacterium sp.,MEO_0000336,paddy field
JCM_10406,Bensingtonia yamatoana,MEO_0000390,stem
JCM_10407,Spicellum roseum,MEO_0000377,fruit body
JCM_10408,Tausonia pamirica,MEO_0000007,soil
JCM_10409,Kurtzmanomyces insolitus,MEO_0000374,basidiocarp
JCM_10451,Cryptococcus magnus,MEO_0000560,leg
JCM_10451,Cryptococcus ater,MEO_0000560,leg
JCM_10452,Cryptococcus podzolicus,MEO_0000007,soil
JCM_10452,Candida podzolica,MEO_0000007,soil
JCM_10453,Cryptococcus terreus,MEO_0000007,soil
JCM_10454,Eurotium rubrum,MEO_0000062,wood
JCM_10456,Nocardiopsis synnemataformans,MEO_0000403,sputum
JCM_10457,Verrucosispora gifhornensis,MEO_0000204,peat soil
JCM_10459,Sphingomonas sp.,MEO_0000740,river water
JCM_1050,Lactobacillus agilis,MEO_0000484,intestine
JCM_10501,Psychromonas marina,MEO_0000122,coastal water
JCM_1054,Beneckea campbellii,MEO_0000041,marine water
JCM_10560,Hydrogenobacter subterraneus,MEO_0000416,hot water
JCM_1057,Lactobacillus plantarum subsp. plantarum,MEO_0000233,corn silage
JCM_1057,Lactobacillus plantarum,MEO_0000233,corn silage
JCM_10608,Catenibacterium mitsuokai,MEO_0000054,feces
JCM_10608,Catenibacterium mitsuokai,MEO_0000627,feces
JCM_10609,Catenibacterium mitsuokai,MEO_0000054,feces
JCM_10609,Catenibacterium mitsuokai,MEO_0000627,feces
JCM_10610,Catenibacterium mitsuokai,MEO_0000054,feces
JCM_10610,Catenibacterium mitsuokai,MEO_0000627,feces
JCM_10611,Catenibacterium mitsuokai,MEO_0000054,feces
JCM_10611,Catenibacterium mitsuokai,MEO_0000627,feces
JCM_10660,Bensingtonia thailandica,MEO_0000379,leaf
JCM_10664,Saccharopolyspora thermophila,MEO_0000199,grassland soil
JCM_10665,Saccharopolyspora flava,MEO_0000700,mountain
JCM_10666,Nocardia beijingensis,MEO_0000700,mountain
JCM_10667,Actinomadura catellatispora,MEO_0000411,waste treatment
JCM_10710,Collinsella stercoris,MEO_0000054,feces
JCM_10710,Collinsella stercoris,MEO_0000627,feces
JCM_10711,Collinsella stercoris,MEO_0000054,feces
JCM_10711,Collinsella stercoris,MEO_0000627,feces
JCM_10712,Alkaliphilus transvaalensis,MEO_0000738,mine water
JCM_10713,Vibrio sp.,MEO_0000173,bodily fluid
JCM_10715,Asaia siamensis,MEO_0000376,flower
JCM_10716,Asaia siamensis,MEO_0000376,flower
JCM_10717,Haloferax alexandrinus,MEO_0000339,solar saltern
JCM_10718,Gracilibacillus halotolerans,MEO_0000675,lake mud
JCM_10760,Stephanoma strigosum,MEO_0000377,fruit body
JCM_10761,Actinopolymorpha singaporensis,MEO_0000007,soil
JCM_10763,Eggerthella lenta,MEO_0000054,feces
JCM_10763,Eggerthella lenta,MEO_0000627,feces
JCM_10764,Eggerthella lenta,MEO_0000054,feces
JCM_10764,Eggerthella lenta,MEO_0000627,feces
JCM_10765,Eggerthella lenta,MEO_0000054,feces
JCM_10765,Eggerthella lenta,MEO_0000627,feces
JCM_10766,Eggerthella lenta,MEO_0000054,feces
JCM_10766,Eggerthella lenta,MEO_0000627,feces
JCM_10767,Eggerthella lenta,MEO_0000054,feces
JCM_10767,Eggerthella lenta,MEO_0000627,feces
JCM_10768,Eggerthella lenta,MEO_0000054,feces
JCM_10768,Eggerthella lenta,MEO_0000627,feces
JCM_10769,Eggerthella lenta,MEO_0000054,feces
JCM_10769,Eggerthella lenta,MEO_0000627,feces
JCM_10810,Tetrapisispora iriomotensis,MEO_0000007,soil
JCM_10811,Tetrapisispora nanseiensis,MEO_0000007,soil
JCM_10812,Tetrapisispora nanseiensis,MEO_0000007,soil
JCM_10813,Tetrapisispora arboricola,MEO_0000376,flower
JCM_10814,Tetrapisispora arboricola,MEO_0000376,flower
JCM_10815,Tetrapisispora arboricola,MEO_0000379,leaf
JCM_10816,Tetrapisispora arboricola,MEO_0000379,leaf
JCM_10910,Micrococcus mucilaginosus,MEO_0000494,throat
JCM_10910,Stomatococcus mucilaginosus,MEO_0000494,throat
JCM_10911,Bacillus cereus,MEO_0000468,gut
JCM_10912,Lysinibacillus sp.,MEO_0000468,gut
JCM_10913,Bacillus sp.,MEO_0000468,gut
JCM_10914,Paenibacillus sp.,MEO_0000468,gut
JCM_10915,Kitasatospora cineracea,MEO_0000007,soil
JCM_10916,Kitasatospora niigatensis,MEO_0000007,soil
JCM_10917,Marmoricola aurantiacus,MEO_0000423,small artifact
JCM_10918,Streptomyces thermocoprophilus,MEO_0000054,feces
JCM_10918,Streptomyces thermocoprophilus,MEO_0000627,feces
JCM_10919,Nocardia paucivorans,MEO_0000403,sputum
JCM_11016,Clostridium aminovalericum,MEO_0000670,sewage sludge
JCM_11019,Bacteroides fragilis,MEO_0000461,appendix
JCM_1102,Lactobacillus sp.,MEO_0000021,wine
JCM_1102,Lactobacillus brevis subsp. gravesensis,MEO_0000021,wine
JCM_11070,Botryosporium longibrachiatum,MEO_0000390,stem
JCM_11117,Pseudonocardia zijingensis,MEO_0000700,mountain
JCM_11118,Fusarium sp.,MEO_0000007,soil
JCM_11118,Fusarium sp.,MEO_0000700,mountain
JCM_11119,Streptococcus macedonicus,MEO_0000227,cheese product
JCM_11170,Cryptococcus humicola,MEO_0000586,skin
JCM_11171,Cryptococcus feraegula,MEO_0000751,sawdust
JCM_11172,Cystofilobasidium ferigula,MEO_0000253,fermented vegetables
JCM_11174,Fusobacterium equinum,MEO_0000401,pus
JCM_11175,Methanothermococcus okinawensis,MEO_0000724,deep sea
JCM_11220,Roseibacterium elongatum,MEO_0000205,sand
JCM_11221,Paenibacillus glycanilyticus,MEO_0000007,soil
JCM_11222,Halosimplex carlsbadense,MEO_0000722,salt
JCM_11223,Thermaerobacter nagasakiensis,MEO_0000084,bay
JCM_11225,Cladosporium resinae f. avellaneum,MEO_0000765,stump
JCM_11226,Cladosporium avellaneum f. avellaneum,MEO_0000321,face cream
JCM_11226,Cladosporium resinae f. avellaneum,MEO_0000321,face cream
JCM_11227,Cladosporium avellaneum f. viride,MEO_0000321,face cream
JCM_11227,Cladosporium resinae f. resinae,MEO_0000321,face cream
JCM_11228,Mycovellosiella nattrassii,MEO_0000379,leaf
JCM_11270,Saccharomonospora xinjiangensis,MEO_0000007,soil
JCM_11271,Gordonia amicalis,MEO_0000651,garden soil
JCM_11272,Amycolatopsis sacchari,MEO_0000640,floor
JCM_11273,Gordonia nitida,MEO_0000732,industrial wastewater
JCM_11274,Microsporum gypseum,MEO_0000007,soil
JCM_11274,Nannizzia incurvata,MEO_0000007,soil
JCM_11275,Malbranchea sp.,MEO_0000484,intestine
JCM_11276,Spiromastix sp.,MEO_0000007,soil
JCM_11278,Microtetraspora malaysiensis,MEO_0000126,forest soil
JCM_11279,Microtetraspora malaysiensis,MEO_0000126,forest soil
JCM_11320,Acidilobus aceticus,MEO_0000729,acid hot spring
JCM_11321,Pyrobaculum arsenaticum,MEO_0000703,solfatara
JCM_11322,Sulfolobus solfataricus,MEO_0000165,volcano associated feature
JCM_11325,Wallemia sebi,MEO_0000307,sugar
JCM_11326,Wallemia sebi,MEO_0000007,soil
JCM_11370,Thialkalivibrio thiocyanoxidans,MEO_0000726,soda lake
JCM_11372,Thialkalivibrio jannaschii,MEO_0000725,alkaline lake
JCM_11373,Lentzea flaviverrucosa,MEO_0000700,mountain
JCM_11374,Rhodococcus maanshanensis,MEO_0000700,mountain
JCM_11375,Rothia amarae,MEO_0000036,water
JCM_11377,Penicillium sp.,MEO_0000388,seed
JCM_11378,Penicillium citrinum,MEO_0000388,seed
JCM_11420,Tepidimonas sp.,MEO_0000029,hot spring
JCM_11421,Diaphorobacter nitroreducens,MEO_0000118,wastewater treatment plant
JCM_11422,Gemmatimonas aurantiaca,MEO_0000119,bioreactor
JCM_11425,Lactobacillus ingluviei,MEO_0000054,feces
JCM_11425,Lactobacillus thermotolerans,MEO_0000054,feces
JCM_11425,Lactobacillus ingluviei,MEO_0000627,feces
JCM_11425,Lactobacillus thermotolerans,MEO_0000627,feces
JCM_11429,Sanguibacter keddieii,MEO_0000059,blood
JCM_11475,Flavobacterium limicola,MEO_0000082,river
JCM_11476,Deferribacter desulfuricans,MEO_0000724,deep sea
JCM_11477,Sulfurihydrogenibium subterraneum,MEO_0000699,mine
JCM_11478,Beutenbergia cavernae,MEO_0000007,soil
JCM_11479,Bogoriella caseilytica,MEO_0000024,lake
JCM_1150,Lactobacillus salivarius,MEO_0000060,saliva
JCM_1150,Lactobacillus salivarius subsp. salicinius,MEO_0000060,saliva
JCM_1152,Lactobacillus ruminis,MEO_0000046,rumen
JCM_11526,Raffaelea quercivora,MEO_0000062,wood
JCM_1153,Lactobacillus mali,MEO_0000721,grape must
JCM_1153,Lactobacillus yamanashiensis subsp. yamanashiensis,MEO_0000721,grape must
JCM_1154,Lactobacillus maltaromicus,MEO_0000019,milk for drinking and eating
JCM_1155,Lactobacillus hilgardii,MEO_0000021,wine
JCM_1157,Lactobacillus sake,MEO_0000296,sake starter
JCM_1157,Lactobacillus sakei subsp. sakei,MEO_0000296,sake starter
JCM_1158,Lactobacillus xylosus,MEO_0000428,food related
JCM_11634,Rhodosporidium azoricum,MEO_0000376,flower
JCM_11635,Rhodosporidium toruloides,MEO_0000007,soil
JCM_11636,Rhodotorula creatinivora,MEO_0000658,rhizosphere soil
JCM_11637,Rhodotorula ingeniosa,MEO_0000007,soil
JCM_11681,Brevibacterium frigoritolerans,MEO_0000647,arid soil
JCM_11681,Bacillus frigoritolerans,MEO_0000647,arid soil
JCM_11682,Brevibacterium mcbrellneri,MEO_0000535,genital system
JCM_11683,Brevibacterium otitidis,MEO_0000599,ear
JCM_11684,Corynebacterium macginleyi,MEO_0000600,eye
JCM_11685,Luteococcus peritonei,MEO_0000456,peritoneum
JCM_11686,Aureobacterium resistens,MEO_0000609,cornea
JCM_11687,Candida krusei,MEO_0000651,garden soil
JCM_11687,Pichia kudriavzevii,MEO_0000651,garden soil
JCM_11688,Trichosporon terricola,MEO_0000007,soil
JCM_11689,Trichosporon terricola,MEO_0000007,soil
JCM_11732,Vitellibacter vladivostokensis,MEO_0000084,bay
JCM_11733,Pseudozobellia thermophila,MEO_0000084,bay
JCM_11734,Kriegella aquimaris,MEO_0000041,marine water
JCM_11735,Cellulophaga pacifica,MEO_0000041,marine water
JCM_11736,Arenibacter troitsensis,MEO_0000084,bay
JCM_11737,Cryptococcus arrabidensis,MEO_0000007,soil
JCM_11738,Cryptococcus chernovii,MEO_0000379,leaf
JCM_11782,Cladosporium herbarum,MEO_0000379,leaf
JCM_11783,Cladosporium herbarum,MEO_0000811,spikelet
JCM_11784,Cladosporium macrocarpum,MEO_0000811,spikelet
